price_change_pct,current_price,new_price,current_quantity,new_quantity,quantity_change_pct,current_revenue,new_revenue,revenue_change_pct
-20,55.67213,44.537704000000005,5.51,5.503176554197377,-0.12383749188062954,306.7534363,245.09884843058276,-20.099069993504493
-10,55.67213,50.104917,5.51,5.506588277098689,-0.06191874594031477,306.7534363,275.9071485772028,-10.055726871346273
-5,55.67213,52.8885235,5.51,5.508294138549345,-0.030959372970157384,306.7534363,291.32554399157925,-5.0294114043216425
5,55.67213,58.45573650000001,5.51,5.511705861450655,0.030959372970157384,306.7534363,322.19082550246503,5.032507341618672
10,55.67213,61.239343000000005,5.51,5.513411722901311,0.06191874594031477,306.7534363,337.63771159897436,10.068110620534355
20,55.67213,66.806556,5.51,5.516823445802623,0.12383749188062954,306.7534363,368.5599744741259,20.148604990256775
